thi  ths  tho  thp  weight      mises      stiff_y        stiff_z
6    5    6    5    0.255374    142.913    8.09732e+07    8.09084e+07    
6    5    6    6    0.26843    130.814    8.29571e+07    8.27908e+07    
6    5    7    2    0.21727    140.412    6.30454e+07    7.06777e+07    
6    5    7    3    0.228648    136.235    7.27852e+07    7.91236e+07    
6    5    7    4    0.250925    133.51    7.94334e+07    8.24983e+07    
6    5    7    5    0.263003    140.591    8.43027e+07    8.49427e+07    
6    5    7    6    0.27606    128.668    8.76623e+07    8.69044e+07    
6    5    8    2    0.224911    138.515    6.5122e+07    7.245e+07    
6    5    8    3    0.236289    134.309    7.53295e+07    8.19472e+07    
6    5    8    4    0.258566    131.585    8.23012e+07    8.61633e+07    
6    5    8    5    0.270643    138.518    8.73942e+07    8.8699e+07    
6    5    8    6    0.2837    126.748    9.1329e+07    9.07289e+07    
6    5    9    2    0.232562    136.772    6.70822e+07    7.40974e+07    
6    5    9    3    0.24394    132.536    7.77242e+07    8.38801e+07    
6    5    9    4    0.266217    129.796    8.50044e+07    8.96241e+07    
6    5    9    5    0.278295    136.592    9.03509e+07    9.22813e+07    
6    5    9    6    0.291352    124.979    9.44456e+07    9.43695e+07    
6    5    10    2    0.240225    135.105    6.89836e+07    7.57775e+07    
6    5    10    3    0.251603    130.837    8.00779e+07    8.58135e+07    
6    5    10    4    0.27388    128.084    8.76513e+07    9.25083e+07    
6    5    10    5    0.285958    134.787    9.32126e+07    9.57729e+07    
6    5    10    6    0.299015    123.294    9.74997e+07    9.79514e+07    
6    6    4    2    0.201351    146.141    5.64294e+07    6.43185e+07    
6    6    4    3    0.212728    142.217    6.47982e+07    7.12753e+07    
6    6    4    4    0.235004    139.566    7.06008e+07    7.43903e+07    
6    6    4    5    0.247082    147.109    7.3825e+07    7.65105e+07    
6    6    4    6    0.260141    134.726    7.53928e+07    7.83347e+07    
6    6    5    2    0.208958    143.395    5.91834e+07    6.77402e+07    
6    6    5    3    0.220335    139.389    6.81472e+07    7.6042e+07    
6    6    5    4    0.242611    136.72    7.43448e+07    7.93431e+07    
6    6    5    5    0.254689    144.06    7.88859e+07    8.16672e+07    
6    6    5    6    0.267748    131.911    8.11581e+07    8.35681e+07    
6    6    6    2    0.216576    141.064    6.16381e+07    6.98994e+07    
6    6    6    3    0.227953    137.009    7.11524e+07    7.91569e+07    
6    6    6    4    0.250229    134.337    7.77023e+07    8.38377e+07    
6    6    6    5    0.262307    141.524    8.25097e+07    8.62876e+07    
6    6    6    6    0.275366    129.54    8.62519e+07    8.83031e+07    
6    6    7    2    0.224205    139.047    6.38444e+07    7.17616e+07    
6    6    7    3    0.235582    134.938    7.38706e+07    8.13343e+07    
6    6    7    4    0.257858    132.248    8.07578e+07    8.78108e+07    
6    6    7    5    0.269936    139.277    8.58141e+07    9.05429e+07    
6    6    7    6    0.282995    127.464    8.97381e+07    9.26434e+07    
6    6    8    2    0.231845    137.2    6.59055e+07    7.34923e+07    
6    6    8    3    0.243222    133.069    7.63941e+07    8.3345e+07    
6    6    8    4    0.265499    130.381    8.36035e+07    8.99719e+07    
6    6    8    5    0.277576    137.267    8.88814e+07    9.45074e+07    
6    6    8    6    0.290635    125.603    9.29832e+07    9.66823e+07    
6    6    9    2    0.239497    135.499    6.78496e+07    7.51239e+07    
6    6    9    3    0.250874    131.346    7.87725e+07    8.52462e+07    
6    6    9    4    0.27315    128.643    8.62871e+07    9.20312e+07    
6    6    9    5    0.285228    135.397    9.18165e+07    9.69494e+07    
6    6    9    6    0.298287    123.885    9.60803e+07    1.00529e+08    
6    6    10    2    0.24716    133.873    6.9737e+07    7.67813e+07    
6    6    10    3    0.258537    129.692    8.11086e+07    8.71513e+07    
6    6    10    4    0.280813    126.978    8.89183e+07    9.40987e+07    
6    6    10    5    0.292891    133.64    9.46601e+07    9.91417e+07    
6    6    10    6    0.30595    122.245    9.91163e+07    1.03077e+08    
6    7    4    2    0.2083    144.324    5.73885e+07    6.56738e+07    
6    7    4    3    0.219677    140.436    6.6112e+07    7.37291e+07    
6    7    4    4    0.241952    137.825    7.21949e+07    7.9135e+07    
6    7    4    5    0.25403    145.283    7.66559e+07    8.14957e+07    
6    7    4    6    0.267091    133.043    7.88025e+07    8.3469e+07    
6    7    5    2    0.215907    141.671    6.01127e+07    6.90085e+07    
6    7    5    3    0.227284    137.716    6.94262e+07    7.79624e+07    
6    7    5    4    0.249559    135.093    7.59e+07    8.39641e+07    
6    7    5    5    0.261637    142.358    8.06785e+07    8.68686e+07    
6    7    5    6    0.274698    130.344    8.43957e+07    8.89266e+07    
6    7    6    2    0.223525    139.414    6.25431e+07    7.11184e+07    
6    7    6    3    0.234902    135.423    7.24021e+07    8.08124e+07    
6    7    6    4    0.257177    132.799    7.92277e+07    8.7408e+07    
6    7    6    5    0.269255    139.916    8.42706e+07    9.16818e+07    
6    7    6    6    0.282316    128.063    8.82009e+07    9.38556e+07    
6    7    7    2    0.231155    137.458    6.47267e+07    7.29403e+07    
6    7    7    3    0.242531    133.423    7.50953e+07    8.29399e+07    
6    7    7    4    0.264807    130.783    8.2255e+07    8.97406e+07    
6    7    7    5    0.276884    137.749    8.75454e+07    9.46922e+07    
6    7    7    6    0.289945    126.06    9.16589e+07    9.83793e+07    
6    7    8    2    0.238795    135.664    6.677e+07    7.46484e+07    
6    7    8    3    0.250171    131.616    7.75985e+07    8.49089e+07    
6    7    8    4    0.272447    128.978    8.50768e+07    9.18528e+07    
6    7    8    5    0.284524    135.806    9.05882e+07    9.69088e+07    
6    7    8    6    0.297586    124.262    9.4879e+07    1.00875e+08    
6    7    9    2    0.246447    134.013    6.87005e+07    7.62412e+07    
6    7    9    3    0.257823    129.947    7.99586e+07    8.67736e+07    
6    7    9    4    0.280099    127.296    8.77401e+07    9.38703e+07    
6    7    9    5    0.292176    133.995    9.35042e+07    9.90479e+07    
6    7    9    6    0.305237    122.6    9.79548e+07    1.03087e+08    
6    7    10    2    0.254109    132.428    7.0572e+07    7.78725e+07    
6    7    10    3    0.265486    128.342    8.22773e+07    8.86471e+07    
6    7    10    4    0.287761    125.681    9.03536e+07    9.59028e+07    
6    7    10    5    0.299839    132.292    9.63283e+07    1.01201e+08    
6    7    10    6    0.3129    121.012    1.00967e+08    1.05327e+08    
6    8    4    2    0.215265    142.303    5.84242e+07    6.71358e+07    
6    8    4    3    0.226641    138.467    6.75284e+07    7.5664e+07    
6    8    4    4    0.248916    135.894    7.39342e+07    8.15347e+07    
6    8    4    5    0.260993    143.251    7.86677e+07    8.57955e+07    
6    8    4    6    0.274056    131.169    8.24091e+07    8.87374e+07    
6    8    5    2    0.222872    139.747    6.11178e+07    7.03734e+07    
6    8    5    3    0.234248    135.86    7.08052e+07    7.98425e+07    
6    8    5    4    0.256523    133.278    7.76012e+07    8.62244e+07    
6    8    5    5    0.2686    140.452    8.26438e+07    9.09079e+07    
6    8    5    6    0.281663    128.587    8.6592e+07    9.43799e+07    
6    8    6    2    0.23049    137.569    6.35234e+07    7.24333e+07    
6    8    6    3    0.241866    133.655    7.37516e+07    8.26026e+07    
6    8    6    4    0.264141    131.075    8.08956e+07    8.9578e+07    
6    8    6    5    0.276218    138.108    8.62066e+07    9.46906e+07    
6    8    6    6    0.289281    126.4    9.0362e+07    9.87486e+07    
6    8    7    2    0.238119    135.679    6.56884e+07    7.42136e+07    
6    8    7    3    0.249495    131.728    7.64207e+07    8.46776e+07    
6    8    7    4    0.27177    129.135    8.38946e+07    9.1849e+07    
6    8    7    5    0.283847    136.024    8.94532e+07    9.70981e+07    
6    8    7    6    0.296911    124.475    9.37905e+07    1.01216e+08    
6    8    8    2    0.24576    133.943    6.77136e+07    7.58856e+07    
6    8    8    3    0.257136    129.986    7.89017e+07    8.65997e+07    
6    8    8    4    0.279411    127.396    8.66938e+07    9.39084e+07    
6    8    8    5    0.291488    134.152    9.24712e+07    9.9257e+07    
6    8    8    6    0.304551    122.744    9.69833e+07    1.03475e+08    
6    8    9    2    0.253412    132.339    6.96334e+07    7.74487e+07    
6    8    9    3    0.264787    128.374    8.12416e+07    8.84266e+07    
6    8    9    4    0.287062    125.771    8.93372e+07    9.58813e+07    
6    8    9    5    0.299139    132.404    9.53661e+07    1.0134e+08    
6    8    9    6    0.312203    121.14    1.00033e+08    1.05633e+08    
6    8    10    2    0.261074    130.802    7.14923e+07    7.90542e+07    
6    8    10    3    0.27245    126.821    8.3543e+07    9.02669e+07    
6    8    10    4    0.294725    124.21    9.19286e+07    9.78739e+07    
6    8    10    5    0.306802    130.758    9.81673e+07    1.0345e+08    
6    8    10    6    0.319865    119.606    1.03025e+08    1.07827e+08    
6    9    4    2    0.222245    140.124    5.95337e+07    6.86928e+07    
6    9    4    3    0.23362    136.352    6.90394e+07    7.77262e+07    
6    9    4    4    0.255894    133.817    7.57901e+07    8.4008e+07    
6    9    4    5    0.267971    141.05    8.08125e+07    8.86003e+07    
6    9    4    6    0.281037    129.129    8.48454e+07    9.23389e+07    
6    9    5    2    0.229852    137.664    6.21973e+07    7.18311e+07    
6    9    5    3    0.241227    133.855    7.22792e+07    8.18465e+07    
6    9    5    4    0.263501    131.317    7.94173e+07    8.86462e+07    
6    9    5    5    0.275578    138.376    8.47497e+07    9.36662e+07    
6    9    5    6    0.288644    126.666    8.89552e+07    9.76153e+07    
6    9    6    2    0.23747    135.564    6.45754e+07    7.38392e+07    
6    9    6    3    0.248845    131.741    7.51952e+07    8.45061e+07    
6    9    6    4    0.271119    129.207    8.26792e+07    9.18994e+07    
6    9    6    5    0.283196    136.132    8.82735e+07    9.73519e+07    
6    9    6    6    0.296262    124.573    9.26937e+07    1.01713e+08    
6    9    7    2    0.245099    133.741    6.67194e+07    7.55761e+07    
6    9    7    3    0.256474    129.889    7.78386e+07    8.65246e+07    
6    9    7    4    0.278749    127.344    8.56516e+07    9.41049e+07    
6    9    7    5    0.290826    134.133    9.14911e+07    9.96867e+07    
6    9    7    6    0.303891    122.728    9.609e+07    1.041e+08    
6    9    8    2    0.25274    132.063    6.8726e+07    7.72116e+07    
6    9    8    3    0.264115    128.211    8.02983e+07    8.84011e+07    
6    9    8    4    0.286389    125.672    8.84267e+07    9.61092e+07    
6    9    8    5    0.298466    132.334    9.44838e+07    1.01784e+08    
6    9    8    6    0.311532    121.065    9.9256e+07    1.06293e+08    
6    9    9    2    0.260391    130.508    7.06206e+07    7.87431e+07    
6    9    9    3    0.271766    126.657    8.26178e+07    9.01874e+07    
6    9    9    4    0.294041    124.108    9.10484e+07    9.80348e+07    
6    9    9    5    0.306118    130.652    9.73542e+07    1.03819e+08    
6    9    9    6    0.319183    119.523    1.02282e+08    1.08393e+08    
6    9    10    2    0.268054    129.022    7.24746e+07    8.03222e+07    
6    9    10    3    0.279429    125.158    8.4901e+07    9.19921e+07    
6    9    10    4    0.301703    122.602    9.36203e+07    9.99855e+07    
6    9    10    5    0.31378    129.065    1.00135e+08    1.05882e+08    
6    9    10    6    0.326846    118.045    1.05252e+08    1.10537e+08    
7    3    4    2    0.182901    141.231    5.51635e+07    5.58702e+07    
7    3    4    3    0.19432    127.416    6.23888e+07    5.9561e+07    
7    3    4    4    0.216641    125.943    6.48325e+07    6.2347e+07    
7    3    4    5    0.228766    132.679    6.64531e+07    6.43276e+07    
7    3    4    6    0.241868    122.508    6.76936e+07    6.60649e+07    
7    3    5    2    0.190508    138.26    5.79836e+07    5.95521e+07    
7    3    5    3    0.201927    124.549    6.65285e+07    6.35262e+07    
7    3    5    4    0.224248    123.04    7.0055e+07    6.64503e+07    
7    3    5    5    0.236373    129.568    7.19307e+07    6.85747e+07    
7    3    5    6    0.249475    119.615    7.33075e+07    7.04178e+07    
7    3    6    2    0.198126    135.777    6.04923e+07    6.29088e+07    
7    3    6    3    0.209545    122.171    6.96015e+07    6.71174e+07    
7    3    6    4    0.231866    120.646    7.47515e+07    7.01845e+07    
7    3    6    5    0.243991    127.021    7.6821e+07    7.2412e+07    
7    3    6    6    0.257093    117.218    7.83624e+07    7.43659e+07    
7    3    7    2    0.205755    133.648    6.27392e+07    6.59518e+07    
7    3    7    3    0.217174    120.13    7.23783e+07    7.03873e+07    
7    3    7    4    0.239495    118.576    7.89168e+07    7.35998e+07    
7    3    7    5    0.25162    124.799    8.12976e+07    7.59379e+07    
7    3    7    6    0.264722    115.149    8.29829e+07    7.79716e+07    
7    3    8    2    0.213396    131.722    6.48378e+07    6.8811e+07    
7    3    8    3    0.224815    118.309    7.49543e+07    7.34508e+07    
7    3    8    4    0.247136    116.747    8.18199e+07    7.68056e+07    
7    3    8    5    0.25926    122.835    8.54484e+07    7.92199e+07    
7    3    8    6    0.272363    113.317    8.72616e+07    8.13261e+07    
7    3    9    2    0.221047    129.967    6.68158e+07    7.15169e+07    
7    3    9    3    0.232466    116.649    7.73779e+07    7.63574e+07    
7    3    9    4    0.254787    115.065    8.45572e+07    7.98321e+07    
7    3    9    5    0.266912    121.026    8.93826e+07    8.23575e+07    
7    3    9    6    0.280014    111.645    9.13074e+07    8.45428e+07    
7    3    10    2    0.22871    128.298    6.87321e+07    7.41647e+07    
7    3    10    3    0.240129    115.068    7.97597e+07    7.92038e+07    
7    3    10    4    0.26245    113.466    8.72428e+07    8.27904e+07    
7    3    10    5    0.274575    119.341    9.27159e+07    8.54082e+07    
7    3    10    6    0.287677    110.063    9.52225e+07    8.7685e+07    
7    4    4    2    0.18943    140.231    5.57265e+07    6.0037e+07    
7    4    4    3    0.200809    126.457    6.38514e+07    6.3965e+07    
7    4    4    4    0.223086    124.977    6.75216e+07    6.68051e+07    
7    4    4    5    0.235165    131.659    6.93118e+07    6.8819e+07    
7    4    4    6    0.248219    121.565    7.0694e+07    7.0552e+07    
7    4    5    2    0.197037    137.342    5.85277e+07    6.40186e+07    
7    4    5    3    0.208416    123.683    6.72637e+07    6.82613e+07    
7    4    5    4    0.230693    122.171    7.28244e+07    7.12485e+07    
7    4    5    5    0.242772    128.653    7.48769e+07    7.34307e+07    
7    4    5    6    0.255826    118.769    7.63923e+07    7.52539e+07    
7    4    6    2    0.204655    134.924    6.10191e+07    6.76337e+07    
7    4    6    3    0.216034    121.375    7.03165e+07    7.21508e+07    
7    4    6    4    0.238311    119.849    7.66487e+07    7.52889e+07    
7    4    6    5    0.25039    126.184    7.98438e+07    7.75814e+07    
7    4    6    6    0.263444    116.444    8.15293e+07    7.95164e+07    
7    4    7    2    0.212285    132.847    6.32551e+07    7.06938e+07    
7    4    7    3    0.223663    119.388    7.30782e+07    7.56921e+07    
7    4    7    4    0.245941    117.836    7.97478e+07    7.8988e+07    
7    4    7    5    0.258019    124.022    8.44036e+07    8.13948e+07    
7    4    7    6    0.271073    114.431    8.62307e+07    8.34135e+07    
7    4    8    2    0.219925    130.963    6.53428e+07    7.24692e+07    
7    4    8    3    0.231304    117.612    7.56384e+07    7.90141e+07    
7    4    8    4    0.253581    116.053    8.26358e+07    8.24602e+07    
7    4    8    5    0.265659    122.107    8.77452e+07    8.49508e+07    
7    4    8    6    0.278714    112.645    9.05909e+07    8.70417e+07    
7    4    9    2    0.227577    129.246    6.73103e+07    7.41579e+07    
7    4    9    3    0.238955    115.989    7.80497e+07    8.21662e+07    
7    4    9    4    0.261233    114.41    8.53593e+07    8.57393e+07    
7    4    9    5    0.273311    120.341    9.07241e+07    8.83367e+07    
7    4    9    6    0.286365    111.012    9.47178e+07    9.05015e+07    
7    4    10    2    0.235239    127.608    6.92194e+07    7.58502e+07    
7    4    10    3    0.246618    114.443    8.04219e+07    8.52516e+07    
7    4    10    4    0.268896    112.847    8.80279e+07    8.89464e+07    
7    4    10    5    0.280974    118.693    9.36136e+07    9.16412e+07    
7    4    10    6    0.294028    109.464    9.79319e+07    9.38982e+07    
7    5    4    2    0.19635    138.975    5.64631e+07    6.41184e+07    
7    5    4    3    0.207728    125.284    6.48366e+07    6.83722e+07    
7    5    4    4    0.230005    123.808    7.03799e+07    7.13952e+07    
7    5    4    5    0.242082    130.434    7.23274e+07    7.34842e+07    
7    5    4    6    0.255139    120.432    7.38306e+07    7.52667e+07    
7    5    5    2    0.203957    136.178    5.92344e+07    6.75071e+07    
7    5    5    3    0.215335    122.608    6.82181e+07    7.29454e+07    
7    5    5    4    0.237611    121.104    7.43772e+07    7.61475e+07    
7    5    5    5    0.249689    127.538    7.79645e+07    7.84237e+07    
7    5    5    6    0.262746    117.739    7.96015e+07    8.02821e+07    
7    5    6    2    0.211575    133.827    6.17074e+07    6.96993e+07    
7    5    6    3    0.222953    120.375    7.12469e+07    7.70915e+07    
7    5    6    4    0.24523    118.859    7.77625e+07    8.04563e+07    
7    5    6    5    0.257308    125.151    8.25518e+07    8.28478e+07    
7    5    6    6    0.270364    115.492    8.48107e+07    8.48238e+07    
7    5    7    2    0.219204    131.805    6.39253e+07    7.15897e+07    
7    5    7    3    0.230582    118.448    7.3985e+07    8.08715e+07    
7    5    7    4    0.252859    116.907    8.08393e+07    8.44041e+07    
7    5    7    5    0.264937    123.055    8.58805e+07    8.69262e+07    
7    5    7    6    0.277994    113.541    8.95812e+07    8.89787e+07    
7    5    8    2    0.226845    129.969    6.59983e+07    7.33564e+07    
7    5    8    3    0.238222    116.723    7.65285e+07    8.31128e+07    
7    5    8    4    0.260499    115.176    8.37079e+07    8.81104e+07    
7    5    8    5    0.272577    121.195    8.8973e+07    9.07227e+07    
7    5    8    6    0.285634    111.807    9.30495e+07    9.28486e+07    
7    5    9    2    0.234496    128.288    6.79541e+07    7.50018e+07    
7    5    9    3    0.245874    115.143    7.89253e+07    8.50465e+07    
7    5    9    4    0.268151    113.577    8.64134e+07    9.16109e+07    
7    5    9    5    0.280229    119.476    9.1935e+07    9.4348e+07    
7    5    9    6    0.293286    110.217    9.61712e+07    9.6539e+07    
7    5    10    2    0.242159    126.689    6.98521e+07    7.66805e+07    
7    5    10    3    0.253537    113.635    8.12809e+07    8.69822e+07    
7    5    10    4    0.275814    112.053    8.90661e+07    9.38909e+07    
7    5    10    5    0.287892    117.871    9.48048e+07    9.78846e+07    
7    5    10    6    0.300948    108.708    9.92353e+07    1.00163e+08    
7    6    4    2    0.203284    137.466    5.73103e+07    6.5336e+07    
7    6    4    3    0.214661    123.906    6.59869e+07    7.28509e+07    
7    6    4    4    0.236938    122.443    7.19954e+07    7.60935e+07    
7    6    4    5    0.249015    129.001    7.54219e+07    7.83146e+07    
7    6    4    6    0.262074    119.102    7.70592e+07    8.02141e+07    
7    6    5    2    0.210891    134.766    6.00575e+07    6.86527e+07    
7    6    5    3    0.222268    121.332    6.93342e+07    7.74782e+07    
7    6    5    4    0.244545    119.845    7.57374e+07    8.11093e+07    
7    6    5    5    0.256622    126.219    8.04505e+07    8.35151e+07    
7    6    5    6    0.269681    116.517    8.28947e+07    8.54952e+07    
7    6    6    2    0.218509    132.486    6.25045e+07    7.08009e+07    
7    6    6    3    0.229887    119.179    7.23349e+07    8.03094e+07    
7    6    6    4    0.252163    117.682    7.90928e+07    8.56322e+07    
7    6    6    5    0.26424    123.919    8.40735e+07    8.81713e+07    
7    6    6    6    0.277299    114.352    8.79582e+07    9.02811e+07    
7    6    7    2    0.226139    130.525    6.47056e+07    7.26555e+07    
7    6    7    3    0.237516    117.317    7.505e+07    8.24818e+07    
7    6    7    4    0.259792    115.796    8.21465e+07    8.91614e+07    
7    6    7    5    0.27187    121.896    8.73765e+07    9.24649e+07    
7    6    7    6    0.284929    112.469    9.14437e+07    9.46619e+07    
7    6    8    2    0.233779    128.739    6.67621e+07    7.43774e+07    
7    6    8    3    0.245156    115.645    7.75734e+07    8.44903e+07    
7    6    8    4    0.267432    114.12    8.49908e+07    9.13241e+07    
7    6    8    5    0.27951    120.095    9.04453e+07    9.62717e+07    
7    6    8    6    0.292569    110.79    9.46891e+07    9.87435e+07    
7    6    9    2    0.241431    127.102    6.87009e+07    7.60098e+07    
7    6    9    3    0.252808    114.112    7.99526e+07    8.63918e+07    
7    6    9    4    0.275084    112.569    8.76762e+07    9.3387e+07    
7    6    9    5    0.287162    118.428    9.33834e+07    9.84543e+07    
7    6    9    6    0.300221    109.249    9.77892e+07    1.02422e+08    
7    6    10    2    0.249093    125.544    7.05858e+07    7.76635e+07    
7    6    10    3    0.260471    112.646    8.22906e+07    8.82991e+07    
7    6    10    4    0.282747    111.089    9.03125e+07    9.54604e+07    
7    6    10    5    0.294824    116.868    9.62334e+07    1.00656e+08    
7    6    10    6    0.307883    107.784    1.00834e+08    1.04715e+08    
7    7    4    2    0.210234    135.748    5.82488e+07    6.66675e+07    
7    7    4    3    0.22161    122.341    6.72792e+07    7.50068e+07    
7    7    4    4    0.243886    120.902    7.35735e+07    8.07421e+07    
7    7    4    5    0.255963    127.381    7.82067e+07    8.32602e+07    
7    7    4    6    0.269025    117.595    8.04331e+07    8.5312e+07    
7    7    5    2    0.217841    133.145    6.09658e+07    6.99034e+07    
7    7    5    3    0.229217    119.873    7.05912e+07    7.91963e+07    
7    7    5    4    0.251493    118.413    7.72759e+07    8.54349e+07    
7    7    5    5    0.26357    124.718    8.22281e+07    8.8667e+07    
7    7    5    6    0.276632    115.122    8.60904e+07    9.08113e+07    
7    7    6    2    0.225459    130.943    6.33885e+07    7.20023e+07    
7    7    6    3    0.236836    117.802    7.35628e+07    8.19459e+07    
7    7    6    4    0.259111    116.334    8.0599e+07    8.87416e+07    
7    7    6    5    0.271189    122.508    8.58187e+07    9.35149e+07    
7    7    6    6    0.28425    113.045    8.98946e+07    9.57917e+07    
7    7    7    2    0.233088    129.043    6.55681e+07    7.38163e+07    
7    7    7    3    0.244465    116.006    7.62542e+07    8.4068e+07    
7    7    7    4    0.26674    114.518    8.3623e+07    9.1072e+07    
7    7    7    5    0.278818    120.56    8.9091e+07    9.61711e+07    
7    7    7    6    0.291879    111.232    9.33497e+07    1.0015e+08    
7    7    8    2    0.240729    127.312    6.76052e+07    7.55165e+07    
7    7    8    3    0.252105    114.392    7.87565e+07    8.60344e+07    
7    7    8    4    0.274381    112.9    8.64438e+07    9.31853e+07    
7    7    8    5    0.286458    118.822    9.21337e+07    9.8389e+07    
7    7    8    6    0.299519    109.612    9.65697e+07    1.02477e+08    
7    7    9    2    0.24838    125.724    6.95309e+07    7.71089e+07    
7    7    9    3    0.259757    112.909    8.11151e+07    8.78988e+07    
7    7    9    4    0.282032    111.4    8.91079e+07    9.5206e+07    
7    7    9    5    0.29411    117.21    9.50514e+07    1.00533e+08    
7    7    9    6    0.307171    108.123    9.96485e+07    1.04697e+08    
7    7    10    2    0.256043    124.207    7.14004e+07    7.87384e+07    
7    7    10    3    0.26742    111.488    8.34361e+07    8.97743e+07    
7    7    10    4    0.289695    109.966    9.17257e+07    9.72436e+07    
7    7    10    5    0.301773    115.7    9.78813e+07    1.02695e+08    
7    7    10    6    0.314834    106.706    1.02671e+08    1.06945e+08    
7    8    4    2    0.217199    133.848    5.9263e+07    6.81054e+07    
7    8    4    3    0.228575    120.626    6.86745e+07    7.69217e+07    
7    8    4    4    0.25085    119.206    7.52936e+07    8.30345e+07    
7    8    4    5    0.262927    125.594    8.0205e+07    8.74589e+07    
7    8    4    6    0.27599    115.933    8.40046e+07    9.05458e+07    
7    8    5    2    0.224806    131.345    6.19492e+07    7.12512e+07    
7    8    5    3    0.236181    118.264    7.19486e+07    8.10576e+07    
7    8    5    4    0.258456    116.828    7.89566e+07    8.76784e+07    
7    8    5    5    0.270534    123.051    8.41781e+07    9.25228e+07    
7    8    5    6    0.283597    113.573    8.82759e+07    9.62211e+07    
7    8    6    2    0.232424    129.224    6.43469e+07    7.32998e+07    
7    8    6    3    0.2438    116.277    7.48915e+07    8.37177e+07    
7    8    6    4    0.266075    114.836    8.22463e+07    9.08945e+07    
7    8    6    5    0.278152    120.934    8.77382e+07    9.61545e+07    
7    8    6    6    0.291215    111.585    9.20417e+07    1.0033e+08    
7    8    7    2    0.240053    127.392    6.65077e+07    7.5072e+07    
7    8    7    3    0.251429    114.549    7.75576e+07    8.57868e+07    
7    8    7    4    0.273704    113.091    8.52422e+07    9.31626e+07    
7    8    7    5    0.285781    119.063    9.09806e+07    9.85602e+07    
7    8    7    6    0.298844    109.846    9.54669e+07    1.02797e+08    
7    8    8    2    0.247694    125.718    6.85265e+07    7.6738e+07    
7    8    8    3    0.259069    112.995    8.00355e+07    8.77059e+07    
7    8    8    4    0.281344    111.533    8.8039e+07    9.52225e+07    
7    8    8    5    0.293421    117.391    9.39971e+07    1.00719e+08    
7    8    8    6    0.306485    108.289    9.86596e+07    1.0506e+08    
7    8    9    2    0.255345    124.178    7.04423e+07    7.82983e+07    
7    8    9    3    0.266721    111.564    8.2374e+07    8.9532e+07    
7    8    9    4    0.288996    110.086    9.06828e+07    9.7198e+07    
7    8    9    5    0.301073    115.838    9.6893e+07    1.02806e+08    
7    8    9    6    0.314136    106.854    1.01712e+08    1.07224e+08    
7    8    10    2    0.263008    122.708    7.22991e+07    7.99018e+07    
7    8    10    3    0.274384    110.19    8.46777e+07    9.13738e+07    
7    8    10    4    0.296659    108.701    9.32773e+07    9.91951e+07    
7    8    10    5    0.308736    114.379    9.96999e+07    1.04924e+08    
7    8    10    6    0.321799    105.486    1.04711e+08    1.09426e+08    
7    9    4    2    0.224179    131.808    6.03501e+07    6.96428e+07    
7    9    4    3    0.235554    118.793    7.01652e+07    7.89659e+07    
7    9    4    4    0.257828    117.394    7.71313e+07    8.54925e+07    
7    9    4    5    0.269905    123.672    8.23345e+07    9.02506e+07    
7    9    4    6    0.282971    114.138    8.65193e+07    9.4124e+07    
7    9    5    2    0.231786    129.404    6.30059e+07    7.26914e+07    
7    9    5    3    0.243161    116.535    7.34012e+07    8.30428e+07    
7    9    5    4    0.265435    115.126    8.07532e+07    9.00834e+07    
7    9    5    5    0.277512    121.248    8.62665e+07    9.52657e+07    
7    9    5    6    0.290578    111.891    9.06238e+07    9.93577e+07    
7    9    6    2    0.239404    127.362    6.53765e+07    7.4688e+07    
7    9    6    3    0.250779    114.633    7.63126e+07    8.56031e+07    
7    9    6    4    0.273053    113.22    8.40088e+07    9.31991e+07    
7    9    6    5    0.28513    119.225    8.97862e+07    9.87998e+07    
7    9    6    6    0.298196    109.992    9.43577e+07    1.03279e+08    
7    9    7    2    0.247033    125.597    6.75155e+07    7.64165e+07    
7    9    7    3    0.258408    112.975    7.89524e+07    8.76151e+07    
7    9    7    4    0.280682    111.546    8.69768e+07    9.5401e+07    
7    9    7    5    0.292759    117.433    9.29989e+07    1.01133e+08    
7    9    7    6    0.305825    108.327    9.77491e+07    1.05665e+08    
7    9    8    2    0.254674    123.981    6.95157e+07    7.80457e+07    
7    9    8    3    0.266049    111.479    8.14068e+07    8.94881e+07    
7    9    8    4    0.288323    110.05    8.97488e+07    9.7405e+07    
7    9    8    5    0.3004    115.828    9.59881e+07    1.03228e+08    
7    9    8    6    0.313465    106.834    1.00913e+08    1.07861e+08    
7    9    9    2    0.262325    122.491    7.14068e+07    7.9574e+07    
7    9    9    3    0.2737    110.1    8.37255e+07    9.12729e+07    
7    9    9    4    0.295974    108.658    9.2369e+07    9.93324e+07    
7    9    9    5    0.308051    114.334    9.88581e+07    1.05267e+08    
7    9    9    6    0.321117    105.455    1.0394e+08    1.09966e+08    
7    9    10    2    0.269988    121.07    7.32585e+07    8.11508e+07    
7    9    10    3    0.281363    108.775    8.60103e+07    9.30786e+07    
7    9    10    4    0.303637    107.323    9.49435e+07    1.01287e+08    
7    9    10    5    0.315714    112.929    1.01642e+08    1.07336e+08    
7    9    10    6    0.32878    104.138    1.06916e+08    1.12117e+08    
