thi  ths  tho  thp  weight      mises      stiff_y        stiff_z
4    7    8    4    0.26855    174.403    8.25738e+07    8.9625e+07    
4    7    8    5    0.280628    185.226    8.77747e+07    9.44079e+07    
4    7    8    6    0.293689    167.698    9.18489e+07    9.81412e+07    
4    7    9    2    0.24255    173.126    6.7214e+07    7.47789e+07    
4    7    9    3    0.253926    176.818    7.79246e+07    8.48698e+07    
4    7    9    4    0.276202    172.161    8.52427e+07    9.16282e+07    
4    7    9    5    0.288279    182.775    9.06922e+07    9.6527e+07    
4    7    9    6    0.30134    165.462    9.49277e+07    1.00326e+08    
4    7    10    2    0.250213    171.138    6.91018e+07    7.64107e+07    
4    7    10    3    0.261589    174.663    8.02514e+07    8.67351e+07    
4    7    10    4    0.283865    169.99    8.7852e+07    9.36443e+07    
4    7    10    5    0.295942    180.455    9.35113e+07    9.86549e+07    
4    7    10    6    0.309003    163.312    9.79314e+07    1.0254e+08    
4    8    4    2    0.211368    183.017    5.69008e+07    6.54097e+07    
4    8    4    3    0.222744    187.716    6.54782e+07    7.34137e+07    
4    8    4    4    0.245019    183.155    7.14364e+07    7.88951e+07    
4    8    4    5    0.257096    194.82    7.586e+07    8.28416e+07    
4    8    4    6    0.270159    176.549    7.93874e+07    8.58229e+07    
4    8    5    2    0.218975    179.929    5.96128e+07    6.88438e+07    
4    8    5    3    0.230351    184.364    6.87691e+07    7.77117e+07    
4    8    5    4    0.252626    179.804    7.51122e+07    8.37043e+07    
4    8    5    5    0.264703    191.177    7.98421e+07    8.8053e+07    
4    8    5    6    0.277766    173.208    8.35574e+07    9.14152e+07    
4    8    6    2    0.226593    177.279    6.2034e+07    7.09905e+07    
4    8    6    3    0.237969    181.502    7.17333e+07    8.07465e+07    
4    8    6    4    0.260244    176.951    7.84205e+07    8.74036e+07    
4    8    6    5    0.272321    188.094    8.34161e+07    9.22471e+07    
4    8    6    6    0.285385    170.341    8.73426e+07    9.59663e+07    
4    8    7    2    0.234223    174.963    6.42174e+07    7.27809e+07    
4    8    7    3    0.245598    178.976    7.44164e+07    8.28232e+07    
4    8    7    4    0.267873    174.413    8.14326e+07    8.96668e+07    
4    8    7    5    0.27995    185.322    8.66767e+07    9.46438e+07    
4    8    7    6    0.293014    167.8    9.07873e+07    9.85326e+07    
4    8    8    2    0.241863    172.817    6.62601e+07    7.44593e+07    
4    8    8    3    0.253239    176.671    7.69117e+07    8.47428e+07    
4    8    8    4    0.275514    172.119    8.42416e+07    9.17155e+07    
4    8    8    5    0.287591    182.81    8.97035e+07    9.67888e+07    
4    8    8    6    0.300654    165.494    9.39955e+07    1.00773e+08    
4    8    9    2    0.249515    170.821    6.81956e+07    7.60223e+07    
4    8    9    3    0.26089    174.521    7.92642e+07    8.65612e+07    
4    8    9    4    0.283165    169.952    8.68913e+07    9.36757e+07    
4    8    9    5    0.295242    180.443    9.26023e+07    9.88543e+07    
4    8    9    6    0.308306    163.336    9.70523e+07    1.02905e+08    
4    8    10    2    0.257177    168.897    7.00711e+07    7.76292e+07    
4    8    10    3    0.268553    172.436    8.15748e+07    8.83944e+07    
4    8    10    4    0.290828    167.853    8.94835e+07    9.56535e+07    
4    8    10    5    0.302905    178.201    9.5404e+07    1.00941e+08    
4    8    10    6    0.315969    161.261    1.00039e+08    1.05076e+08    
4    9    4    2    0.218348    180.064    5.80574e+07    6.70139e+07    
4    9    4    3    0.229723    184.701    6.70393e+07    7.55216e+07    
4    9    4    4    0.251998    180.217    7.33369e+07    8.14001e+07    
4    9    4    5    0.264074    191.663    7.80445e+07    8.56813e+07    
4    9    4    6    0.27714    173.631    8.18309e+07    8.91173e+07    
4    9    5    2    0.225955    177.095    6.07405e+07    7.03737e+07    
4    9    5    3    0.23733    181.482    7.02959e+07    7.97618e+07    
4    9    5    4    0.259604    177.006    7.69769e+07    8.61687e+07    
4    9    5    5    0.271681    188.175    8.19923e+07    9.08497e+07    
4    9    5    6    0.284747    170.436    8.5957e+07    9.45206e+07    
4    9    6    2    0.233573    174.543    6.31359e+07    7.24303e+07    
4    9    6    3    0.244948    178.733    7.3231e+07    8.26829e+07    
4    9    6    4    0.267223    174.267    8.02551e+07    8.97553e+07    
4    9    6    5    0.279299    185.218    8.55304e+07    9.49365e+07    
4    9    6    6    0.292365    167.689    8.97143e+07    9.89896e+07    
4    9    7    2    0.241203    172.313    6.52987e+07    7.41782e+07    
4    9    7    3    0.252577    176.303    7.58899e+07    8.47046e+07    
4    9    7    4    0.274852    171.827    8.3243e+07    9.1955e+07    
4    9    7    5    0.286929    182.556    8.87634e+07    9.72616e+07    
4    9    7    6    0.299994    165.254    9.31326e+07    1.01444e+08    
4    9    8    2    0.248843    170.241    6.73234e+07    7.58216e+07    
4    9    8    3    0.260218    174.081    7.83654e+07    8.65804e+07    
4    9    8    4    0.282492    169.619    8.60305e+07    9.39505e+07    
4    9    8    5    0.294569    180.14    9.17676e+07    9.93466e+07    
4    9    8    6    0.307635    163.038    9.63178e+07    1.0362e+08    
4    9    9    2    0.256495    168.311    6.92362e+07    7.73536e+07    
4    9    9    3    0.267869    172.007    8.07e+07    8.83599e+07    
4    9    9    4    0.290144    167.532    8.86606e+07    9.58652e+07    
4    9    9    5    0.302221    177.862    9.46477e+07    1.01366e+08    
4    9    9    6    0.315286    160.963    9.93538e+07    1.05696e+08    
4    9    10    2    0.264157    166.454    7.1106e+07    7.89351e+07    
4    9    10    3    0.275532    169.994    8.29934e+07    9.01588e+07    
4    9    10    4    0.297807    165.508    9.12362e+07    9.7803e+07    
4    9    10    5    0.309883    175.701    9.74321e+07    1.03408e+08    
4    9    10    6    0.322949    158.965    1.02323e+08    1.07819e+08    
5    3    4    2    0.179024    165.098    5.33183e+07    5.29152e+07    
5    3    4    3    0.190443    169.958    5.94521e+07    5.62451e+07    
5    3    4    4    0.212764    166.38    6.1678e+07    5.87449e+07    
5    3    4    5    0.224888    173.951    6.31494e+07    6.05414e+07    
5    3    4    6    0.237991    160.032    6.42479e+07    6.2138e+07    
5    3    5    2    0.186631    161.885    5.61499e+07    5.64954e+07    
5    3    5    3    0.19805    166.469    6.41064e+07    6.00943e+07    
5    3    5    4    0.220371    162.857    6.67094e+07    6.27248e+07    
5    3    5    5    0.232495    170.196    6.84187e+07    6.46612e+07    
5    3    5    6    0.245598    156.556    6.96406e+07    6.635e+07    
5    3    6    2    0.194249    159.175    5.86711e+07    5.97329e+07    
5    3    6    3    0.205668    163.538    6.71828e+07    6.35808e+07    
5    3    6    4    0.227989    159.912    7.12372e+07    6.63458e+07    
5    3    6    5    0.240113    167.078    7.31251e+07    6.83812e+07    
5    3    6    6    0.253216    153.625    7.44981e+07    7.01658e+07    
5    3    7    2    0.201878    156.833    6.09281e+07    6.26908e+07    
5    3    7    3    0.213297    160.989    6.99607e+07    6.67555e+07    
5    3    7    4    0.235618    157.333    7.53685e+07    6.96581e+07    
5    3    7    5    0.247743    164.317    7.74359e+07    7.17998e+07    
5    3    7    6    0.260845    151.069    7.89418e+07    7.3665e+07    
5    3    8    2    0.209518    154.695    6.30369e+07    6.5468e+07    
5    3    8    3    0.220937    158.686    7.25373e+07    6.97292e+07    
5    3    8    4    0.243258    155.029    7.89876e+07    7.27679e+07    
5    3    8    5    0.255383    161.847    8.14349e+07    7.49845e+07    
5    3    8    6    0.268485    148.774    8.3059e+07    7.69178e+07    
5    3    9    2    0.21717    152.731    6.50201e+07    6.80981e+07    
5    3    9    3    0.228589    156.563    7.49577e+07    7.25499e+07    
5    3    9    4    0.25091    152.881    8.17188e+07    7.57025e+07    
5    3    9    5    0.263035    159.545    8.52279e+07    7.80283e+07    
5    3    9    6    0.276137    146.652    8.69535e+07    8.00121e+07    
5    3    10    2    0.224833    150.851    6.69429e+07    7.06604e+07    
5    3    10    3    0.236252    154.525    7.73322e+07    7.53123e+07    
5    3    10    4    0.258573    150.819    8.4388e+07    7.85694e+07    
5    3    10    5    0.270698    157.385    8.88756e+07    8.09848e+07    
5    3    10    6    0.2838    144.63    9.07231e+07    8.30559e+07    
5    4    4    2    0.185553    163.934    5.39157e+07    5.71785e+07    
5    4    4    3    0.196932    168.768    6.14632e+07    6.07493e+07    
5    4    4    4    0.219209    165.202    6.44534e+07    6.33054e+07    
5    4    4    5    0.231287    172.724    6.60914e+07    6.51599e+07    
5    4    4    6    0.244342    158.92    6.73246e+07    6.67361e+07    
5    4    5    2    0.19316    160.808    5.67288e+07    6.10543e+07    
5    4    5    3    0.204539    165.378    6.48758e+07    6.49401e+07    
5    4    5    4    0.226816    161.782    6.95957e+07    6.7635e+07    
5    4    5    5    0.238894    169.079    7.14799e+07    6.96366e+07    
5    4    5    6    0.251949    155.542    7.28351e+07    7.1304e+07    
5    4    6    2    0.200778    158.167    5.92323e+07    6.45659e+07    
5    4    6    3    0.212157    162.521    6.79316e+07    6.87367e+07    
5    4    6    4    0.234434    158.914    7.38505e+07    7.15713e+07    
5    4    6    5    0.246512    166.042    7.62926e+07    7.36795e+07    
5    4    6    6    0.259567    152.686    7.78049e+07    7.54426e+07    
5    4    7    2    0.208407    155.882    6.14798e+07    6.77826e+07    
5    4    7    3    0.219786    160.031    7.06953e+07    7.21963e+07    
5    4    7    4    0.242063    156.397    7.69509e+07    7.51756e+07    
5    4    7    5    0.254142    163.346    8.07127e+07    7.73944e+07    
5    4    7    6    0.267196    150.189    8.23567e+07    7.92401e+07    
5    4    8    2    0.216048    153.79    6.35776e+07    7.06992e+07    
5    4    8    3    0.227426    157.778    7.32579e+07    7.54407e+07    
5    4    8    4    0.249704    154.144    7.98375e+07    7.85592e+07    
5    4    8    5    0.261782    160.93    8.46188e+07    8.08614e+07    
5    4    8    6    0.274837    147.944    8.65804e+07    8.27722e+07    
5    4    9    2    0.223699    151.867    6.55507e+07    7.23823e+07    
5    4    9    3    0.235078    155.698    7.56667e+07    7.8515e+07    
5    4    9    4    0.257355    152.04    8.25534e+07    8.17539e+07    
5    4    9    5    0.269434    158.676    8.75868e+07    8.41614e+07    
5    4    9    6    0.282488    145.865    9.05791e+07    8.61333e+07    
5    4    10    2    0.231362    150.023    6.74667e+07    7.40826e+07    
5    4    10    3    0.242741    153.698    7.80321e+07    8.15303e+07    
5    4    10    4    0.265018    150.019    8.52094e+07    8.48764e+07    
5    4    10    5    0.277096    156.557    9.04568e+07    8.73789e+07    
5    4    10    6    0.290151    143.881    9.44558e+07    8.94394e+07    
5    5    4    2    0.192472    162.45    5.46867e+07    6.14005e+07    
5    5    4    3    0.20385    167.272    6.24819e+07    6.5263e+07    
5    5    4    4    0.226127    163.733    6.73995e+07    6.80218e+07    
5    5    4    5    0.238205    171.205    6.91913e+07    6.99602e+07    
5    5    4    6    0.251262    157.53    7.05432e+07    7.15597e+07    
5    5    5    2    0.200079    159.42    5.7471e+07    6.5537e+07    
5    5    5    3    0.211457    163.986    6.58639e+07    6.97442e+07    
5    5    5    4    0.233734    160.422    7.16097e+07    7.2661e+07    
5    5    5    5    0.245812    167.675    7.46807e+07    7.47843e+07    
5    5    5    6    0.258869    154.259    7.61555e+07    7.64507e+07    
5    5    6    2    0.207698    156.852    5.99571e+07    6.79341e+07    
5    5    6    3    0.219075    161.212    6.88973e+07    7.38074e+07    
5    5    6    4    0.241352    157.638    7.49978e+07    7.68784e+07    
5    5    6    5    0.25343    164.727    7.94584e+07    7.91235e+07    
5    5    6    6    0.266487    151.485    8.12235e+07    8.08837e+07    
5    5    7    2    0.215327    154.627    6.21869e+07    6.98371e+07    
5    5    7    3    0.226705    158.788    7.16399e+07    7.75123e+07    
5    5    7    4    0.248982    155.188    7.80782e+07    8.07431e+07    
5    5    7    5    0.26106    162.103    8.27889e+07    8.31082e+07    
5    5    7    6    0.274116    149.055    8.58683e+07    8.49545e+07    
5    5    8    2    0.222967    152.587    6.42689e+07    7.16125e+07    
5    5    8    3    0.234345    156.591    7.41863e+07    8.08596e+07    
5    5    8    4    0.256622    152.993    8.09455e+07    8.4372e+07    
5    5    8    5    0.2687    159.747    8.58776e+07    8.68313e+07    
5    5    8    6    0.281757    146.867    8.96504e+07    8.87395e+07    
5    5    9    2    0.230619    150.705    6.62321e+07    7.32594e+07    
5    5    9    3    0.241997    154.561    7.65815e+07    8.2787e+07    
5    5    9    4    0.264274    150.939    8.36454e+07    8.77985e+07    
5    5    9    5    0.276352    157.547    8.8829e+07    9.03729e+07    
5    5    9    6    0.289408    144.838    9.27627e+07    9.23449e+07    
5    5    10    2    0.238282    148.903    6.8137e+07    7.49392e+07    
5    5    10    3    0.249659    152.606    7.89337e+07    8.4715e+07    
5    5    10    4    0.271936    148.965    8.62883e+07    9.11494e+07    
5    5    10    5    0.284014    155.478    9.16847e+07    9.38288e+07    
5    5    10    6    0.297071    142.898    9.58037e+07    9.58914e+07    
5    6    4    2    0.199407    160.65    5.55734e+07    6.33572e+07    
5    6    4    3    0.210784    165.469    6.36672e+07    6.98408e+07    
5    6    4    4    0.23306    161.971    6.92586e+07    7.2826e+07    
5    6    4    5    0.245138    169.377    7.23749e+07    7.48914e+07    
5    6    4    6    0.258197    155.835    7.38587e+07    7.66157e+07    
5    6    5    2    0.207014    157.723    5.83346e+07    6.68464e+07    
5    6    5    3    0.218391    162.295    6.70172e+07    7.45718e+07    
5    6    5    4    0.240667    158.775    7.30028e+07    7.77381e+07    
5    6    5    5    0.252745    165.97    7.73876e+07    8.0008e+07    
5    6    5    6    0.265804    152.68    7.95606e+07    8.17864e+07    
5    6    6    2    0.214632    155.235    6.0795e+07    6.90726e+07    
5    6    6    3    0.226009    159.609    7.00257e+07    7.80916e+07    
5    6    6    4    0.248285    156.081    7.63644e+07    8.2197e+07    
5    6    6    5    0.260363    163.117    8.1012e+07    8.45932e+07    
5    6    6    6    0.273422    149.998    8.459e+07    8.6474e+07    
5    6    7    2    0.222261    153.076    6.30076e+07    7.094e+07    
5    6    7    3    0.233639    157.257    7.27473e+07    8.02692e+07    
5    6    7    4    0.255915    153.706    7.94222e+07    8.62873e+07    
5    6    7    5    0.267992    160.574    8.43151e+07    8.88217e+07    
5    6    7    6    0.281051    147.643    8.80776e+07    9.07787e+07    
5    6    8    2    0.229902    151.092    6.50735e+07    7.26805e+07    
5    6    8    3    0.241279    155.124    7.52734e+07    8.22779e+07    
5    6    8    4    0.263555    151.575    8.22676e+07    8.87353e+07    
5    6    8    5    0.275633    158.287    8.7383e+07    9.27625e+07    
5    6    8    6    0.288692    145.519    9.13211e+07    9.47848e+07    
5    6    9    2    0.237553    149.26    6.70209e+07    7.43053e+07    
5    6    9    3    0.248931    153.148    7.76529e+07    8.4174e+07    
5    6    9    4    0.271207    149.578    8.4951e+07    9.07873e+07    
5    6    9    5    0.283284    156.148    9.0316e+07    9.55727e+07    
5    6    9    6    0.296343    143.546    9.44132e+07    9.86005e+07    
5    6    10    2    0.245216    147.504    6.89133e+07    7.59627e+07    
5    6    10    3    0.256593    151.244    7.99892e+07    8.60741e+07    
5    6    10    4    0.27887    147.655    8.7579e+07    9.28462e+07    
5    6    10    5    0.290947    154.131    9.3152e+07    9.7751e+07    
5    6    10    6    0.304006    141.658    9.74356e+07    1.01538e+08    
5    7    4    2    0.206357    158.588    5.65544e+07    6.47316e+07    
5    7    4    3    0.217733    163.382    6.50006e+07    7.24976e+07    
5    7    4    4    0.240009    159.939    7.08705e+07    7.76175e+07    
5    7    4    5    0.252086    167.264    7.51712e+07    7.99317e+07    
5    7    4    6    0.265147    153.877    7.73229e+07    8.18014e+07    
5    7    5    2    0.213964    155.767    5.92862e+07    6.816e+07    
5    7    5    3    0.22534    160.324    6.8317e+07    7.67845e+07    
5    7    5    4    0.247616    156.864    7.45776e+07    8.25971e+07    
5    7    5    5    0.259693    163.987    7.91943e+07    8.52609e+07    
5    7    5    6    0.272754    150.843    8.27481e+07    8.72068e+07    
5    7    6    2    0.221582    153.363    6.17217e+07    7.03097e+07    
5    7    6    3    0.232958    157.731    7.1298e+07    7.97659e+07    
5    7    6    4    0.255234    154.267    7.79093e+07    8.62e+07    
5    7    6    5    0.267311    161.236    8.27869e+07    9.00546e+07    
5    7    6    6    0.280372    148.258    8.65541e+07    9.21036e+07    
5    7    7    2    0.229211    151.273    6.39117e+07    7.2137e+07    
5    7    7    3    0.240587    155.458    7.3995e+07    8.18941e+07    
5    7    7    4    0.262863    151.972    8.094e+07    8.85301e+07    
5    7    7    5    0.274941    158.779    8.60644e+07    9.33475e+07    
5    7    7    6    0.288002    145.984    9.00144e+07    9.65997e+07    
5    7    8    2    0.236852    149.35    6.59602e+07    7.38487e+07    
5    7    8    3    0.248228    153.392    7.65015e+07    8.38616e+07    
5    7    8    4    0.270504    149.909    8.37643e+07    9.06365e+07    
5    7    8    5    0.282581    156.566    8.91093e+07    9.55606e+07    
5    7    8    6    0.295642    143.93    9.32337e+07    9.93811e+07    
5    7    9    2    0.244503    147.575    6.78947e+07    7.54415e+07    
5    7    9    3    0.25588    151.477    7.88639e+07    8.57216e+07    
5    7    9    4    0.278155    147.974    8.64286e+07    9.26474e+07    
5    7    9    5    0.290233    154.493    9.20245e+07    9.76907e+07    
5    7    9    6    0.303294    142.02    9.63032e+07    1.0158e+08    
5    7    10    2    0.252166    145.866    6.9772e+07    7.7073e+07    
5    7    10    3    0.263542    149.628    8.11836e+07    8.75908e+07    
5    7    10    4    0.285818    146.108    8.90378e+07    9.46718e+07    
5    7    10    5    0.297895    152.538    9.48404e+07    9.98307e+07    
5    7    10    6    0.310956    140.189    9.93072e+07    1.03807e+08    
5    8    4    2    0.213322    156.304    5.76131e+07    6.62134e+07    
5    8    4    3    0.224697    161.06    6.64397e+07    7.44555e+07    
5    8    4    4    0.246972    157.667    7.26305e+07    8.01287e+07    
5    8    4    5    0.259049    164.892    7.7199e+07    8.42443e+07    
5    8    4    6    0.272113    151.679    8.08004e+07    8.71218e+07    
5    8    5    2    0.220929    153.593    6.03136e+07    6.95741e+07    
5    8    5    3    0.232304    158.124    6.97208e+07    7.86907e+07    
5    8    5    4    0.254579    154.717    7.62998e+07    8.48749e+07    
5    8    5    5    0.266656    161.75    8.11761e+07    8.9395e+07    
5    8    5    6    0.27972    148.772    8.49592e+07    9.27204e+07    
5    8    6    2    0.228547    151.279    6.2725e+07    7.16422e+07    
5    8    6    3    0.239922    155.627    7.26731e+07    8.15742e+07    
5    8    6    4    0.262197    152.22    7.95993e+07    8.83872e+07    
5    8    6    5    0.274274    159.105    8.47424e+07    9.33675e+07    
5    8    6    6    0.287338    146.29    8.87318e+07    9.72876e+07    
5    8    7    2    0.236176    149.264    6.48964e+07    7.34282e+07    
5    8    7    3    0.247552    153.434    7.53453e+07    8.36505e+07    
5    8    7    4    0.269827    150.01    8.26037e+07    9.06564e+07    
5    8    7    5    0.281904    156.74    8.7993e+07    9.57703e+07    
5    8    7    6    0.294967    144.102    9.21615e+07    9.97474e+07    
5    8    8    2    0.243816    147.407    6.6927e+07    7.51042e+07    
5    8    8    3    0.255192    151.442    7.78303e+07    8.55717e+07    
5    8    8    4    0.277467    148.02    8.54056e+07    9.27109e+07    
5    8    8    5    0.289544    154.606    9.10149e+07    9.7926e+07    
5    8    8    6    0.302608    142.123    9.53559e+07    1.01998e+08    
5    8    9    2    0.251468    145.686    6.88517e+07    7.66677e+07    
5    8    9    3    0.262844    149.59    8.01746e+07    8.73948e+07    
5    8    9    4    0.285119    146.15    8.8051e+07    9.46779e+07    
5    8    9    5    0.297196    152.605    9.39064e+07    1.00002e+08    
5    8    9    6    0.310259    140.279    9.84041e+07    1.04143e+08    
5    8    10    2    0.259131    144.033    7.07165e+07    7.82739e+07    
5    8    10    3    0.270506    147.8    8.2477e+07    8.92311e+07    
5    8    10    4    0.292781    144.346    9.06405e+07    9.66632e+07    
5    8    10    5    0.304858    150.714    9.67039e+07    1.02099e+08    
5    8    10    6    0.317922    138.51    1.01389e+08    1.06326e+08    
5    9    4    2    0.220302    153.855    5.8746e+07    6.77979e+07    
5    9    4    3    0.231676    158.556    6.7974e+07    7.6545e+07    
5    9    4    4    0.253951    155.213    7.45083e+07    8.26182e+07    
5    9    4    5    0.266028    162.309    7.93622e+07    8.70624e+07    
5    9    4    6    0.279093    149.268    8.32233e+07    9.06408e+07    
5    9    5    2    0.227909    151.252    6.14167e+07    7.10492e+07    
5    9    5    3    0.239283    155.738    7.12198e+07    8.07222e+07    
5    9    5    4    0.261558    152.39    7.81396e+07    8.73146e+07    
5    9    5    5    0.273635    159.303    8.33024e+07    9.21767e+07    
5    9    5    6    0.2867    146.49    8.73363e+07    9.59542e+07    
5    9    6    2    0.235527    149.025    6.38017e+07    7.3066e+07    
5    9    6    3    0.246902    153.342    7.41423e+07    8.34953e+07    
5    9    6    4    0.269176    149.994    8.1408e+07    9.07254e+07    
5    9    6    5    0.281253    156.767    8.68312e+07    9.60438e+07    
5    9    6    6    0.294318    144.113    9.10788e+07    1.00265e+08    
5    9    7    2    0.243156    147.086    6.59517e+07    7.48091e+07    
5    9    7    3    0.254531    151.233    7.67901e+07    8.55158e+07    
5    9    7    4    0.276805    147.87    8.43861e+07    9.293e+07    
5    9    7    5    0.288882    154.497    9.00543e+07    9.8375e+07    
5    9    7    6    0.301948    142.015    9.44805e+07    1.02646e+08    
5    9    8    2    0.250796    145.294    6.79642e+07    7.6449e+07    
5    9    8    3    0.262171    149.312    7.92546e+07    8.73922e+07    
5    9    8    4    0.284446    145.955    8.71657e+07    9.49302e+07    
5    9    8    5    0.296522    152.445    9.30498e+07    1.00469e+08    
5    9    8    6    0.309588    140.113    9.76506e+07    1.04832e+08    
5    9    9    2    0.258448    143.63    6.98652e+07    7.79813e+07    
5    9    9    3    0.269823    147.526    8.15799e+07    8.91757e+07    
5    9    9    4    0.292097    144.154    8.97899e+07    9.68508e+07    
5    9    9    5    0.304174    150.518    9.59207e+07    1.02498e+08    
5    9    9    6    0.31724    138.339    1.00678e+08    1.0692e+08    
5    9    10    2    0.266111    142.034    7.17248e+07    7.95615e+07    
5    9    10    3    0.277486    145.797    8.38641e+07    9.09768e+07    
5    9    10    4    0.29976    142.414    9.23614e+07    9.87952e+07    
5    9    10    5    0.311837    148.695    9.86996e+07    1.0455e+08    
5    9    10    6    0.324902    136.635    1.03641e+08    1.09053e+08    
6    3    4    2    0.180967    150.052    5.42333e+07    5.43602e+07    
6    3    4    3    0.192386    146.131    6.08959e+07    5.78568e+07    
6    3    4    4    0.214707    143.432    6.32307e+07    6.04941e+07    
6    3    4    5    0.226832    151.155    6.47683e+07    6.23721e+07    
6    3    4    6    0.239934    138.441    6.59447e+07    6.4044e+07    
6    3    5    2    0.188574    147.052    5.70589e+07    5.79896e+07    
6    3    5    3    0.199993    143.001    6.52929e+07    6.17636e+07    
6    3    5    4    0.222314    140.274    6.8358e+07    6.4535e+07    
6    3    5    5    0.234439    147.772    7.01418e+07    6.65552e+07    
6    3    5    6    0.247541    135.316    7.14484e+07    6.83323e+07    
6    3    6    2    0.196192    144.527    5.95724e+07    6.12922e+07    
6    3    6    3    0.207611    140.389    6.83668e+07    6.53018e+07    
6    3    6    4    0.229932    137.652    7.29701e+07    6.82117e+07    
6    3    6    5    0.242057    144.982    7.494e+07    7.03331e+07    
6    3    6    6    0.255159    132.707    7.64048e+07    7.22206e+07    
6    3    7    2    0.203822    142.35    6.18257e+07    6.42909e+07    
6    3    7    3    0.215241    138.132    7.11436e+07    6.85233e+07    
6    3    7    4    0.237562    135.371    7.71774e+07    7.15743e+07    
6    3    7    5    0.249686    142.53    7.93333e+07    7.38044e+07    
6    3    7    6    0.262789    130.44    8.09368e+07    7.57728e+07    
6    3    8    2    0.211462    140.368    6.3928e+07    6.71072e+07    
6    3    8    3    0.222881    136.106    7.37196e+07    7.15409e+07    
6    3    8    4    0.245202    133.345    8.03788e+07    7.47306e+07    
6    3    8    5    0.257327    140.349    8.34077e+07    7.70366e+07    
6    3    8    6    0.270429    128.421    8.51344e+07    7.90772e+07    
6    3    9    2    0.219114    138.552    6.59078e+07    6.97773e+07    
6    3    9    3    0.230533    134.248    7.61411e+07    7.44036e+07    
6    3    9    4    0.252854    131.468    8.31129e+07    7.77097e+07    
6    3    9    5    0.264978    138.329    8.72704e+07    8.01258e+07    
6    3    9    6    0.278081    126.566    8.9104e+07    8.22206e+07    
6    3    10    2    0.226776    136.818    6.78282e+07    7.23789e+07    
6    3    10    3    0.238195    132.472    7.85181e+07    7.72071e+07    
6    3    10    4    0.260516    129.677    8.57907e+07    8.06207e+07    
6    3    10    5    0.272641    136.44    9.09845e+07    8.31278e+07    
6    3    10    6    0.285743    124.803    9.29457e+07    8.53122e+07    
6    4    4    2    0.187497    149.028    5.48118e+07    5.85683e+07    
6    4    4    3    0.198875    145.077    6.26313e+07    6.23035e+07    
6    4    4    4    0.221153    142.381    6.59457e+07    6.49959e+07    
6    4    4    5    0.233231    150.051    6.76514e+07    6.69286e+07    
6    4    4    6    0.246285    137.428    6.89671e+07    6.85813e+07    
6    4    5    2    0.195104    146.105    5.76186e+07    6.25021e+07    
6    4    5    3    0.206482    142.042    6.60438e+07    6.65456e+07    
6    4    5    4    0.22876    139.321    7.11668e+07    6.93809e+07    
6    4    5    5    0.240838    146.773    7.31267e+07    7.14632e+07    
6    4    5    6    0.253892    134.4    7.45705e+07    7.32229e+07    
6    4    6    2    0.202722    143.641    6.01154e+07    6.60603e+07    
6    4    6    3    0.2141    139.501    6.90979e+07    7.03886e+07    
6    4    6    4    0.236378    136.774    7.52253e+07    7.33677e+07    
6    4    6    5    0.248456    144.063    7.80148e+07    7.55585e+07    
6    4    6    6    0.26151    131.865    7.96227e+07    7.74246e+07    
6    4    7    2    0.210351    141.513    6.23583e+07    6.93164e+07    
6    4    7    3    0.22173    137.3    7.18599e+07    7.38902e+07    
6    4    7    4    0.244007    134.552    7.8325e+07    7.70176e+07    
6    4    7    5    0.256085    141.672    8.2503e+07    7.9321e+07    
6    4    7    6    0.26914    129.655    8.42479e+07    8.12707e+07    
6    4    8    2    0.217991    139.572    6.44495e+07    7.15484e+07    
6    4    8    3    0.22937    135.321    7.44215e+07    7.7174e+07    
6    4    8    4    0.251647    132.573    8.12115e+07    8.04435e+07    
6    4    8    5    0.263726    139.543    8.61503e+07    8.28305e+07    
6    4    8    6    0.27678    127.682    8.85383e+07    8.48477e+07    
6    4    9    2    0.225643    137.793    6.64198e+07    7.32389e+07    
6    4    9    3    0.237022    133.504    7.68303e+07    8.02865e+07    
6    4    9    4    0.259299    130.738    8.39319e+07    8.36784e+07    
6    4    9    5    0.271377    137.567    8.91257e+07    8.61714e+07    
6    4    9    6    0.284432    125.868    9.25996e+07    8.82513e+07    
6    4    10    2    0.233306    136.089    6.83333e+07    7.49339e+07    
6    4    10    3    0.244684    131.763    7.91979e+07    8.33323e+07    
6    4    10    4    0.266962    128.984    8.65935e+07    8.6841e+07    
6    4    10    5    0.27904    135.717    9.20046e+07    8.94304e+07    
6    4    10    6    0.292094    124.141    9.61793e+07    9.16007e+07    
6    5    4    2    0.194416    147.725    5.55638e+07    6.27493e+07    
6    5    4    3    0.205794    143.771    6.36317e+07    6.67554e+07    
6    5    4    4    0.228071    141.091    6.88349e+07    6.96467e+07    
6    5    4    5    0.240149    148.705    7.06964e+07    7.16411e+07    
6    5    4    6    0.253205    136.194    7.21315e+07    7.3343e+07    
6    5    5    2    0.202023    144.886    5.83412e+07    6.65605e+07    
6    5    5    3    0.213401    140.836    6.70138e+07    7.12806e+07    
6    5    5    4    0.235678    138.137    7.29686e+07    7.43337e+07    
6    5    5    5    0.247756    145.539    7.62569e+07    7.65319e+07    
6    5    5    6    0.260812    133.27    7.78208e+07    7.83035e+07    
6    5    6    2    0.209641    142.486    6.08212e+07    6.87797e+07    
6    5    6    3    0.221019    138.374    7.00448e+07    7.53832e+07    
6    5    6    4    0.243296    135.668    7.63552e+07    7.85945e+07    
